User ID,Resume Summary
10,"1. Resume Summary: Gregorio Luna is an experienced Operations Manager with over 12 years of experience in managing teams and supporting multiple products across various business units. He has a solid background in building strong and effective teams, with expertise in client service, employee relations, and project management.

2. Objective: None.

3. Experience: 
- Operations Manager at Company Name (02/2010 to 08/2014): Managed a team of four client service officers, directed daily activities, and performed Quality Assurance reviews.
- Client Service Manager at Company Name (09/2007 to 02/2010): Managed a team of eight client service officers, increased efficiency by 20%, and reviewed complex Cash Collateral agreements.
- Client Service Manager at Company Name (02/2002 to 09/2007): Built a proactive workplace environment, supervised a team of seven client service professionals, and partnered with Bankers to collect and analyze due diligence documentation.

4. Accomplishments: 
- Increased efficiency by 20% at Company Name (09/2007 to 02/2010) by identifying and mitigating outdated manual processes and leveraging technology.
- Increased staff performance accuracy levels to 99% at Company Name (09/2007 to 02/2010).

5. Education: 
- Bachelor of Professional Studies in Computer Information Systems from DeVry Institute of Technology (2003).
- Associate in Applied Science - Business Management and administration from Kingsborough Community College (1989).

6. Projects: None.

7. Skills: 
- Proficient in Adobe products (Photoshop, Illustrator), Microsoft Office (Excel, Word, PowerPoint, SharePoint, Project), and database management.
- Strong interpersonal and communication skills, with Spanish fluency (oral and written).
- Experienced in employee relations, performance management, and quality assurance.
- Skilled in critical thinking, problem-solving, and decision-making."
11,"1. Resume Summary: Highly enthusiastic customer service professional with 7 years of client interface experience, dedicated to maintaining customer satisfaction and contributing to company success, with strong organizational skills and expertise in conflict resolution.

2. Objective: Seeking a role that utilizes exceptional customer service skills, with a focus on maintaining customer satisfaction and contributing to company success.

3. Experience: 
- Banking Relationship Specialist at Company Name (Jul 2005 to Sep 2011): Worked with company systems, provided customer assistance, handled customer service calls, computed data reports, and managed customer interface tasks.
- Merchant Teller at Company Name (Dec 2004 to Jul 2005): Processed large deposits, assisted with courier transactions, balanced daily transactions, and supported the Operations Manager.
- Teller at Company Name (Jun 2004 to Dec 2004): Cashed checks, processed daily reports, completed mail deposits, and handled other responsibilities associated with the position.

4. Accomplishments: Consistently achieved a 100% teller balancing average and balanced daily cash drawers and vaults totaling an average of $900,000.

5. Education: Associate of Science in Inter Social Behavioral Sciences from Los Angeles Southwest College (2016) and a certificate in Fingerprinting.

6. Projects: None.

7. Skills: Proficient in inbound and outbound call center operations, excellent customer service assistance, fax, filing, answering phones, typing (50 wpm), Microsoft Word, and Microsoft Excel."
12,"1. Resume Summary: The candidate is a seasoned Partner Account Manager with over 6 years of customer-facing management experience in the Healthcare IT and Banking industries. They have managed teams of 15-20 members and projects involving cross-functional teams to achieve organizational goals.

2. Objective: None.

3. Experience: 
- Partner Account Manager at Company Name (04/2014 to 08/2014): Managed partner portfolio and revenue, created partner quotations, and assisted partners with online training.
- Client Account Manager at City (07/2011 to 12/2013): Drove sales through partners and distributors, managed existing partners, and conducted promotional activities.
- Relationship Manager at Company Name (01/2010 to 05/2011): Acquired customers, established alliances, and increased customer profitability.
- Health Advisory Manager at Company Name (05/2006 to 12/2009): Received service requests from healthcare clients, analyzed and studied the requests, and provided customer support.

4. Accomplishments: 
- Received Thanks award for Best performer for two consecutive months at HSBC.
- Received Thanks award for the third quarter for closing the biggest deal across HSBC.
- Achieved annual revenue quota goals through sales and account management processes within territory.
- Active participant in project Shapath - the drive against Human Trafficking, SCMHRD (2008).

5. Education: 
- M.S. in Information System Management from Coleman University.
- Master of Business Administration (Marketing) from Symbiosis International University.

6. Projects: None.

7. Skills: 
- Proficient in MS Excel, Project, Word, PowerPoint, SAP R/3, SPSS, Oracle SQL (TOAD), SalesForce CRM, and VISIO.
- Knowledge of CRM, customer support, financial analysis, marketing, and sales.
- Fluent in English and Spanish."
13,"1. Resume Summary: A highly ambitious and customer service-oriented professional with experience in human resources, customer service, and administrative support. Skilled in client development, needs assessments, and team leadership.

2. Objective: Seeking a challenging and rewarding career opportunity where administrative, human resources, and customer service skills can be fully utilized.

3. Experience: 
- Healthcare Recruiter at Company Name (April 2000 - Current): Consulted with client HR professionals, created staffing partnerships with major healthcare facilities, and implemented marketing strategies for growth.
- Healthcare Recruiter at Company Name (April 1998 - December 1999): Provided recruitment services, managed all phases of recruitment, and analyzed employment-related data.
- Employment and Staffing Representative at Company Name (March 1990 - February 1997): Coordinated recruitment and staffing services, provided HR support, and drafted internal announcements.
- Benefits Representative at Company Name (May 1985 - March 1990): Provided support in the administration of company benefits programs and conducted benefits administration for 1500 benefit-eligible employees.

4. Accomplishments: Created staffing partnerships with major healthcare facilities, including Stanford University Hospital and Brigham Women's Hospital. Implemented marketing strategies resulting in continued growth of the customer base.

5. Education: 
- Diploma in Liberal Arts from Saint Leo University (42 credit hours - general studies)
- Princess Anne High School

6. Projects: None

7. Skills: 
- Administrative skills
- Admin support
- Benefits administration
- Interpersonal skills
- Client development
- Hiring
- HR
- Insurance
- Interpretation
- Excel
- MicroSoft Office programs
- PowerPoint
- MSWord
- Processes
- Radiology
- Recruiting
- Recruitment
- Staffing"
14,"1. Resume Summary: The candidate is a dedicated and passionate educator with over 10 years of experience in teaching children, specializing in physical education, health, and early childhood education. She has a strong background in creating engaging lesson plans and promoting a positive learning environment.

2. Objective: To obtain a position teaching children, utilizing her skills and experience to provide a nurturing and educational environment.

3. Experience: 
- Floater/Teacher at Company Name (2015-Present): Worked with children from ages 6 weeks to Pre-K, enforcing rules and procedures, and teaching God's love through interactions and positive praise.
- Physical Education and Health Teacher at Company Name (2015): Taught Physical Education and Health classes to kindergarten to fifth-grade students, developing lesson plans and assessing students through various methods.
- Children's Fitness Instructor/Manager at Company Name (2008-2013): Taught physical education and nutrition classes to children ages 18 months to 5 years old, and later promoted to Manager, overseeing coaches and schedules.

4. Accomplishments: Created and taught the first Health Curriculum at the Jewish Academy of Arts and Sciences, including nutrition, physical fitness, and other topics for grades 3-5.

5. Education: 
- Bachelor of Science in Education, majoring in Physical Education, from the University of New Mexico (2008)
- Attended New Mexico State University (2005)

6. Projects: None

7. Skills: 
- Organized and professional with a positive attitude
- Effective communication and teamwork skills
- Ability to create engaging lesson plans and promote a positive learning environment
- Strong passion for teaching children and being a positive role model"
15,"1. Resume Summary: A finance and operations professional with experience in financial analysis, reporting, and value-added improvements, with expertise in navigating financial management pipelines and reducing cost expenditures.

2. Objective: Seeking a finance and operations management role where they can utilize their analytical skills to drive financial performance and growth.

3. Experience: 
- Finance and Operations Manager at Company Name (07/2017 to Current): Oversaw designated managers, constructed and maintained effective cash flow monitoring systems, and realigned internal processes.
- Financial Analyst at Company Name (07/2013 to 07/2014): Examined accounting records, compiled financial information, and reconciled reports.

4. Accomplishments: 
- Boosted overall sales from $4M annually in 2017 to $6.7M in 2019.
- Introduced sales auditing and cost auditing re-alignment, reducing process time from 2-3 weeks to 3-4 days.
- Cut costs from $600K per month down to $400K per month through forecasts and delegation restructuring.
- Developed a new system to assign accounts to every consumer, significantly increasing collection receivables.

5. Education: 
- Master of Business Administration (MBA) from Johnson and Wales University.
- Bachelor's in Business Administration (BBA): Finance from Kathmandu University.

6. Projects: None.

7. Skills: 
- Proficient in Microsoft Office Suite, Various CRM Systems, Omni, SalesForce, QuickBooks, and SLACK.
- Skilled in accounting, auditing, budgeting, cash flow management, continuous improvement, CRM, data analysis, finance, financial modeling, financial reporting, inventory management, leadership, and process analysis."
16,"1. Resume Summary: A highly skilled and experienced Phlebotomist with over 15 years of experience in laboratory settings, possessing strong knowledge of phlebotomy procedures, HIPPA compliance, and laboratory testing. Proven ability to work well under pressure and maintain accurate completion of lab procedures.

2. Objective: None

3. Experience: 
- Phlebotomist, Company Name (04/2013 to Current): Performs aseptic venipuncture procedures, secretarial duties, and microbiology duties.
- Phlebotomist, Company Name (01/2011 to 03/2013): Responsible for accurately obtaining blood samples, performing blood collections, and providing care to patients.
- Phlebotomist/Mobile, Company Name (01/2009 to 07/2012): Performs phlebotomy at various nursing homes and medical facilities, and provides support to laboratory personnel.
- Phlebotomist Specialist, Company Name (09/2005 to 09/2008): Performs in-outpatient phlebotomy and micro-plating, and registers patients for medical procedures.
- Administrative Assistant, Company Name (01/2005 to 01/2008): Processes loan applications, performs administrative duties, and resolves administrative problems.
- Donor Collection Assistant, Company Name (05/2001 to 06/2005): Performs venipuncture on donors, provides customer service, and prepares specimens for analysis.

4. Accomplishments: None

5. Education: 
- MBA in Healthcare Administration Management, American InterContinental University (Current)

6. Projects: None

7. Skills: 
- Phlebotomy knowledge
- HIPPA compliance
- Data and statistical analysis
- Blood bank background
- CLIA & OSHA compliance
- Manual dexterity
- Lab testing and reporting
- Lab equipment maintenance
- Administrative skills
- Microsoft Office (Excel, Outlook, PowerPoint, Word)
- AS400
- Quality assurance and control
- Problem-solving skills"
17,"1. Resume Summary: The candidate is a seasoned finance professional with over 40 years of experience in accounting, auditing, contract bid preparation, and negotiations. They have worked in various industries, including manufacturing and government contracting, and have expertise in cost accounting, budgeting, and government contracting.

2. Objective: None (The resume does not explicitly state the candidate's career goals or the type of role they are seeking. However, based on their experience and skills, it can be inferred that they are looking for a senior finance or accounting role in a government contracting or manufacturing organization.)

3. Experience: 
- Finance Manager at Company Name (April 2004 to June 2011): Developed and monitored program budgets, reviewed and evaluated costing reports, and trained state accounting staff in auditing of sub grants costing methods.
- Owner at Company Name (March 2001 to August 2004): Audited Alameda County Fair Food Vendors' conformance to contract terms, including cash sales reporting and use of undercover shoppers.
- Director at Company Name (January 1988 to January 2001): Reviewed government contract proposals, negotiated with DCAA, CACO, DCMA, and Prime contractors, and resolved $8 million of accounts receivable issues.
- Senior and Special Projects Auditor at Company Name (January 1979 to January 1987): Performed contractor cost proposal reviews, operational audits, and special project audits, and trained junior audit staff members.
- Controller at Company Name (January 1978 to January 1979): Performed all controller functions for a privately owned fire company.
- Controller at Company Name (January 1976 to January 1977): Supervised a computerized Fund Accounting system, streamlined accounting functions, and reduced accounting/computer staff.

4. Accomplishments: 
- Developed computer models using Excel to provide plant bidding models and corporate home office allocations to plants.
- Trained Government Contracting Plant Controllers in contract accounting and bid processing.
- Worked with the Aerospace Industries Association (AIA) Cost Principles Committee to recommend a rewrite of 48CFR15 to refine the definition and determination of commercial pricing provisions.
- Resolved $8 million of accounts receivable issues related to sales of B2 Bomber material to Northrop Corporation.
- Reduced accounting/computer staff from thirty-four to twenty-six employees and decreased annual audit fee by over 40% at ONEO.

5. Education: Bachelor of Science in Accounting from the University of Albuquerque (1966), graduated Cum Laude.

6. Projects: None (The resume does not explicitly mention any significant projects the candidate has worked on. However, it mentions the development of computer models using Excel for plant bidding models and corporate home office allocations to plants.)

7. Skills: 
- Accounting
- General accounting
- Accounts payable
- Accounts receivable
- Auditing
- Budgets
- Budgeting
- Contracts
- Controller
- CPA
- Financial
- Government
- Grants
- Home office
- Director
- Managing
- Materials
- Office
- Negotiation
- Negotiator
- OSI
- Payroll
- Personnel
- Prime
- Proposals
- Proposal preparation
- Purchasing
- Reporting
- Sales
- Supervisor
- Supervision"
18,"1. Resume Summary: Technical Support Analyst with experience in troubleshooting, repair, and technical support. Skilled in Windows-based operating systems, Ubuntu Linux, and virtualization with VMware. Proficient in documenting and communicating effectively in a team setting.

2. Objective: None

3. Experience: 
- Support & Network Services Intern at Company Name (September 2014 - December 2014): Customized and implemented Microsoft SCSM, facilitated asset management and user onboarding processes, and worked with the Network & Support Services team.
- Information Technology Lead Intern at Company Name (June 2012 - June 2013): Worked on minimizing Windows XP machines and migrating to Windows 7, deployed re-imaged hard drives, and assisted lab desk student workers.
- Information Technology Student Center Intern at Company Name (September 2011 - December 2011): Resolved student center questions, prepared and delivered a Microsoft Office training session, and created custom virtual machines.

4. Accomplishments: 
- UW-Waukesha Dean's List
- WCTC Honor List
- Who's Who Program – WCTC
- NTHS Member 2010
- Phi Theta Kappa Honor Society
- BCHS Honor Roll

5. Education: 
- Bachelor of Science in Information Science & Technology from the University of Wisconsin (2014)
- AAS in IT-Computer Support Specialist from Waukesha County Technical College (2011)

6. Projects: None

7. Skills: 
- Active Directory
- AD
- Asset management
- Automation
- Hardware
- CSS
- Documentation
- Hard drives
- Linux
- Mac OS
- Macintosh OS
- Microsoft Office
- Windows 7
- Microsoft Windows
- Windows
- Windows XP
- Network and support
- Network & Support
- Network
- Networking
- Operating systems
- Organizational
- Processes
- Programming
- Research
- Scheduling
- Supervision
- Phone
- Test equipment
- Troubleshooting
- Tutoring
- Vista"
19,"1. Resume Summary: The candidate is an adaptable and responsible IT-savvy professional with a background in finance, technology, and fintech. They have a well-rounded experience in banking, finance, and marketing, with strong analytical and software skills.

2. Objective: Seeking a mid-level position in the finance, technology, or fintech market, utilizing their skills in business development, project management, and financial analysis.

3. Experience: 
- Banking Officer at Company Name (10/2018 to Current): Analyzed customer profiles, complied with regulatory requirements, and developed strong relationships with local real estate agents and small business owners.
- Director of Finance at Company Name (05/2019 to Current): Assessed budget plans, executed financial due diligence tasks, and planned product and pricing strategy for membership.
- Marketing Specialist at Company Name (08/2017 to 09/2018): Created marketing strategic plans, mentored the executive team, and increased credibility and client awareness.
- Retail Store Manager at Company Name (08/2014 to 07/2015): Managed store operations, kept accurate accounting records, and improved sales process with a new POS system.

4. Accomplishments: 
- Top 3 Loan Sales producer and Top 1 Mortgage originator in North Denver market.
- Increased membership by 200% through product and pricing strategy.
- Improved sales process with a new POS system.
- Formulated, prepared, and issued financial statements with 10% increased efficiency.

5. Education: 
- Master of Management in Business Management from Colorado State University (05/2017).
- Bachelor of Arts in Applied Economics from National University of Kaohsiung (05/2013).

6. Projects: None.

7. Skills: 
- Business development expertise
- Project Management
- Confluence, Jira, Salesforce, SQL
- Sales professional
- Financial Analysis
- Strategic plans
- Google G Suite, Keynote, Microsoft Office
- Technology-savvy
- Accounting, Banking, Budget, Business development, Credit, Client, Decision-making, Documentation, Due diligence, Finance, Financial, Financial Analysis, Financial statements, Mandarin, Marketing, Market, Marketing collateral, Money, Mortgage originator, Newsletters, POS, Presentations, Pricing strategy, Producer, Public relations, Purchasing, Real estate, Recruitment, Sales, SQL, Strategic, Strategic plans, Website, Articles."
20,"1. Resume Summary: 
The candidate is a senior HR professional with over 10 years of experience in human resource management, specializing in process improvement, staff development, and employee relations. They possess a strong grasp of employment laws, compliance issues, and benefits plans, with a proven track record of introducing process improvements and staff-development initiatives to drive corporate goal attainment.

2. Objective: 
None. However, based on the candidate's experience and skills, it can be inferred that they are likely seeking a senior HR leadership role that leverages their expertise in human resource management, process improvement, and staff development.

3. Experience: 
- HR Manager (06/2016 to Current): Developed and evolved the department's mission, workflows, and structure, implemented the company's first sourcing tracking system, and built a comprehensive employee recruiting strategy.
- Sr. HR Generalist (01/2015 to 05/2016): Acted as a liaison between Directors, middle management, and front-line employees, developed company personnel policies, and established and monitored employee pay scales.
- Benefits Administrator (01/2014 to 06/2014): Partnered with brokers to minimize year-over-year cost increases for medical, dental, and vision health plans, and provided hands-on customer service to 2500 district employees and retirees.
- Human Resources Supervisor (08/2013 to 02/2014): Led a comprehensive safety training for 55 staff members, handled understaffing, disputes, and terminating employees, and resolved employment-related disputes through proactive communication.
- Human Resources Generalist/Administrative Assistant (02/2013 to 08/2013): Conducted background checks on candidates, evaluated timecards for accuracy, and supported human resources staff with new hire orientations and monthly departmental meetings.
- Human Resources Assistant (09/2008 to 02/2013): Performed various administrative functions, managed employee exit interviews and paperwork, and provided backup payroll support.

4. Accomplishments: 
- Built a comprehensive employee recruiting strategy that allowed filling 50+ positions in 9 months.
- Cut cost per hire and reduced average days to fill positions.
- Achieved department goal by reducing turnover.
- Developed new process for employee evaluation that resulted in marked performance improvements.
- Successfully introduced process improvements and staff-development initiatives to drive corporate goal attainment.

5. Education: 
- Bachelor of Science in Business Management (2009) from University of Phoenix - San Jose Learning Center.
- MBA (2010) from University of Phoenix.
- MBA in Human Resources (2018) from Notre Dame de Namur University.

6. Projects: 
None. However, the candidate has worked on various projects and initiatives throughout their career, including developing and implementing new employee orientation programs, creating comprehensive employee recruiting strategies, and introducing process improvements to drive corporate goal attainment.

7. Skills: 
- Administrative
- ADP
- Backup
- Benefits
- Bookkeeping
- Clarify
- Competitive
- Customer service
- Database
- Delivery
- Documentation
- Employee relations
- Filing
- Government
- HR
- Human resources
- Insurance
- Job analysis
- Labor relations
- Law enforcement
- Team building
- Letters
- Market
- Meetings
- Mail
- Office
- Payroll processing
- Payroll
- Personnel
- Policies
- Processes
- Project management
- Proposal
- Quality
- Recruiting
- Recruitment
- Safety
- Strategy
- Employee handbooks
- Vendor management
- Vision
- Year-end"
